HGNC:5	['A1BG']	['alpha-1-B glycoprotein']
HGNC:11404	['STK25', 'SOK1', 'YSK1']	['serine/threonine kinase 25', 'serine/threonine kinase 25 (Ste20, yeast homolog)']
HGNC:18174	['STK26', 'MST4', 'MASK']	['serine/threonine kinase 26', 'STE20-like kinase 4']
HGNC:28317	['STK32A', 'MGC22688', 'YANK1']	['serine/threonine kinase 32A']
HGNC:21332	['STK32C', 'PKE', 'MGC23665', 'YANK3']	['serine/threonine kinase 32C']
HGNC:26871	['STK33P1', 'STK33ps', 'STK33P']	['serine/threonine kinase 33 pseudogene 1', 'serine/threonine kinase 33 pseudogene']
HGNC:17209	['STK36', 'KIAA1278', 'FU']	['serine/threonine kinase 36', 'fused homolog (Drosophila)', 'serine/threonine kinase 36 (fused homolog, Drosophila)']
HGNC:17848	['STK38L', 'KIAA0965', 'NDR2']	['serine/threonine kinase 38 like', 'nuclear Dbf2-related 2']
HGNC:21373	['STK40', 'MGC4796', 'SgK495']	['serine/threonine kinase 40']
HGNC:6510	['STMN1', 'SMN', 'OP18', 'PR22', 'PP19', 'PP17', 'Lag', 'FLJ32206', 'LAP18', 'C1orf215']	['stathmin 1', 'oncoprotein 18', 'chromosome 1 open reading frame 215', 'stathmin 1/oncoprotein 18']
HGNC:44063	['STMN1P2']	['stathmin 1 pseudogene 2']
HGNC:15926	['STMN3', 'SCLIP']	['stathmin 3', 'stathmin-like 3']
HGNC:44668	['STMND1', 'FLJ23152']	['stathmin domain containing 1']
HGNC:3383	['STOM', 'BND7', 'EPB7', 'EPB72']	['stomatin', 'erythrocyte membrane protein band 7.2 (stomatin)']
HGNC:14559	['STOML2', 'SLP-2', 'HSPC108']	['stomatin like 2', 'EPB72-like 2', 'stomatin (EPB72)-like 2']
HGNC:17003	['STON1', 'SBLF', 'stoned-b1']	['stonin 1', 'stoned B homolog 1 (Drosophila)']
HGNC:30652	['STON2', 'STNB2', 'STN2']	['stonin 2', 'stoned B homolog 2 (Drosophila)']
HGNC:25450	['STOX2', 'DKFZp762K222']	['storkhead box 2']
HGNC:28712	['STPG2', 'MGC46496', 'C4orf37']	['sperm tail PG-rich repeat containing 2', 'chromosome 4 open reading frame 37']
HGNC:37285	['STPG3', 'FLJ40246', 'C9orf173']	['sperm-tail PG-rich repeat containing 3', 'chromosome 9 open reading frame 173']
HGNC:30650	['STRA6', 'FLJ12541']	['stimulated by retinoic acid 6', 'retinol binding protein 4 receptor', 'stimulated by retinoic acid gene 6 homolog (mouse)', 'stimulated by retinoic acid 6 homolog (mouse)']
HGNC:30172	['STRADA', 'NY-BR-96', 'LYK5', 'Stlk', 'STRAD']	['STE20-related kinase adaptor alpha', 'STE20-like pseudokinase']
HGNC:22478	['STRADBP1', 'STLK6ps1', 'ALS2CR2P1']	['STE20-related kinase adaptor beta pseudogene 1']
HGNC:16462	['STRBP', 'FLJ11307', 'SPNR', 'ILF3L']	['spermatid perinuclear RNA binding protein', 'spermatid perinuclear RNA-binding protein', 'interleukin enhancer binding factor 3-like']
HGNC:33915	['STRCP1', 'STRCP']	['stereocilin pseudogene 1', 'stereocilin pseudogene']
HGNC:22209	['STRIP2', 'KIAA1170', 'FAR11B', 'FAM40B']	['striatin interacting protein 2', 'FAR11 factor arrest 11 homolog B (yeast)', 'family with sequence similarity 40, member B']
HGNC:11424	['STRN', 'PPP2R6A', 'STRN1']	"['striatin', ""protein phosphatase 2 regulatory subunit B'''alpha"", 'striatin, calmodulin-binding protein']"
HGNC:15721	['STRN4', 'ZIN', 'PPP2R6C']	"['striatin 4', ""protein phosphatase 2 regulatory subunit B'''gamma"", 'zinedin', 'striatin, calmodulin binding protein 4']"
HGNC:11426	['STSP1', 'STS-Y', 'STSP']	['steroid sulfatase (microsomal) pseudogene 1', 'steroid sulfatase (microsomal) pseudogene']
HGNC:44585	['STT3A-AS1']	['STT3A antisense RNA 1']
HGNC:11427	['STUB1', 'UBOX1', 'CHIP', 'SDCCAG7', 'HSPABP2', 'NY-CO-7']	['STIP1 homology and U-box containing protein 1', 'STIP1 homology and U-box containing protein 1', 'STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase']
HGNC:11433	['STX1A', 'HPC-1', 'p35-1', 'STX1']	['syntaxin 1A', 'syntaxin 1A (brain)']
HGNC:3403	['STX2', 'EPM', 'STX2B', 'STX2C', 'STX2A', 'EPIM']	['syntaxin 2', 'epimorphin']
HGNC:11439	['STX4', 'p35-2', 'STX4A']	['syntaxin 4', 'syntaxin 4A (placental)']
HGNC:11441	['STX6']	['syntaxin 6']
HGNC:11443	['STX8', 'CARB']	['syntaxin 8']
HGNC:11428	['STX10', 'hsyn10', 'SYN10']	['syntaxin 10']
HGNC:11430	['STX12', 'STX13', 'STX14']	['syntaxin 12']
HGNC:41993	['STX16-NPEPL1']	['STX16-NPEPL1 readthrough (NMD candidate)']
HGNC:51174	['STX17-AS1']	['STX17 antisense RNA 1']
HGNC:48877	['STX18-AS1', 'LOC100507266']	['STX18 antisense RNA 1 (head to head)']
HGNC:43995	['STX18P1']	['syntaxin 18 pseudogene 1']
HGNC:11444	['STXBP1', 'hUNC18', 'MUNC18-1', 'UNC18', 'rbSec1']	['syntaxin binding protein 1', 'syntaxin-binding protein 1']
HGNC:11446	['STXBP3', 'UNC-18C']	['syntaxin binding protein 3']
HGNC:19665	['STXBP5', 'tomosyn', 'LLGL3']	['syntaxin binding protein 5']
HGNC:30757	['STXBP5L', 'KIAA1006', 'LLGL4']	['syntaxin binding protein 5 like', 'syntaxin binding protein 5-like']
HGNC:18889	['STYK1', 'SuRTK106', 'DKFZp761P1010', 'NOK']	['serine/threonine/tyrosine kinase 1']
HGNC:18165	['STYXL1', 'MK-STYX', 'DUSP24']	['serine/threonine/tyrosine interacting like 1', 'dual specificity phosphatase 24 (putative)']
HGNC:32300	['SUB1P1']	['SUB1 homolog, transcriptional regulator pseudogene 1', 'SUB1 homolog (S. cerevisiae) pseudogene 1', 'SUB1 pseudogene 1']
HGNC:43993	['SUB1P3']	['SUB1 homolog, transcriptional regulator pseudogene 3', 'SUB1 homolog (S. cerevisiae) pseudogene 3', 'SUB1 pseudogene 3']
HGNC:11448	['SUCLA2']	['succinate-CoA ligase ADP-forming beta subunit', 'succinate--CoA ligase (ADP-forming)', 'succinate-CoA ligase, ADP-forming, beta subunit']
HGNC:21632	['SUCLA2P1', 'Em:AB014080.4', 'SUCLA2P']	['succinate-CoA ligase ADP-forming beta subunit pseudogene 1', 'succinate-CoA ligase beta subunit pseudogene 1']
HGNC:38103	['SUCLA2P3']	['succinate-CoA ligase ADP-forming beta subunit pseudogene 3']
HGNC:11450	['SUCLG2']	['succinate-CoA ligase GDP-forming beta subunit']
HGNC:43996	['SUCLG2P1']	['succinate-CoA ligase GDP-forming beta subunit pseudogene 1']
HGNC:43998	['SUCLG2P3']	['succinate-CoA ligase GDP-forming beta subunit pseudogene 3']
HGNC:4542	['SUCNR1', 'GPR91']	['succinate receptor 1', 'G protein-coupled receptor 91']
HGNC:29545	['SUDS3', 'SDS3', 'FLJ00052', 'SAP45']	['SDS3 homolog, SIN3A corepressor complex component', 'sin3A-associated protein, 45kDa', 'suppressor of defective silencing 3 homolog (SDS3, S. cerevisiae)', 'suppressor of defective silencing 3 homolog (S. cerevisiae)']
HGNC:16466	['SUFU', 'SUFUH', 'SUFUXL', 'PRO1280']	['SUFU negative regulator of hedgehog signaling', 'suppressor of fused homolog (Drosophila)']
HGNC:18643	['SUGP1', 'F23858', 'DKFZp434E2216', 'RBP', 'SF4']	['SURP and G-patch domain containing 1', 'splicing factor 4']
HGNC:16987	['SUGT1', 'SGT1']	['SGT1 homolog, MIS12 kinetochore complex assembly cochaperone', 'SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)']
HGNC:31377	['SUGT1P2']	['SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 2', 'suppressor of G2 allele of SKP1 pseudogene 2 (S. cerevisiae)', 'suppressor of G2 allele of SKP1 (S. cerevisiae) pseudogene 2', 'SUGT1 pseudogene 2']
HGNC:20391	['SULF1', 'KIAA1077', 'SULF-1', 'hSulf-1']	['sulfatase 1', 'Extracellular sulfatase Sulf-1']
HGNC:11453	['SULT1A1', 'P-PST', 'STP', 'STP1']	['sulfotransferase family 1A member 1', 'sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1']
HGNC:11455	['SULT1A3', 'TL-PST', 'STM']	['sulfotransferase family 1A member 3', 'sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3']
HGNC:17845	['SULT1B1', 'ST1B2']	['sulfotransferase family 1B member 1', 'sulfotransferase family, cytosolic, 1B, member 1']
HGNC:33545	['SULT1C2P1', 'SULT1C1P']	['sulfotransferase family 1C member 2 pseudogene 1', 'sulfotransferase family, cytosolic, 1C, member 2 pseudogene 1']
HGNC:33543	['SULT1C3']	['sulfotransferase family 1C member 3', 'sulfotransferase family, cytosolic, 1C, member 3']
HGNC:30659	['SULT1D1P', 'SULT1D1']	['sulfotransferase family 1D member 1, pseudogene', 'tyrosine-ester sulfotransferase', 'amine N-sulfotransferase', 'sulfotransferase family, cytosolic, 1D, member 1, pseudogene']
HGNC:11458	['SULT2A1', 'DHEA-ST', 'STD']	['sulfotransferase family 2A member 1', 'sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1']
HGNC:14903	['SULT4A1', 'SULTX3', 'hBR-STL-1']	['sulfotransferase family 4A member 1', 'sulfotransferase family 4A, member 1']
HGNC:11452	['SULT']	['entry withdrawn']
HGNC:20415	['SUMF2', 'DKFZp566I1024']	['sulfatase modifying factor 2']
HGNC:33148	['SUMO1P1', 'PIC1L', 'UBL2', 'UBL6']	['SUMO1 pseudogene 1', 'ubiquitin-like 2', 'ubiquitin-like 6']
HGNC:33150	['SUMO1P3']	['SUMO1 pseudogene 3', 'SUMO1 pseudogene 3 (functional)']
HGNC:33152	['SUMO1P5']	['SUMO1 pseudogene 5']
HGNC:13985	['SUMO2P1', 'SMT3Bp', 'dJ271M21', 'SMT3H2P', 'SUMO2P']	['SUMO2 pseudogene 1', 'SMT3 (suppressor of mif two 3, yeast) homolog 2 pseudogene', 'SMT3 suppressor of mif two 3 homolog 2 (yeast) pseudogene', 'SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene', 'SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 1']
HGNC:39013	['SUMO2P3']	['SUMO2 pseudogene 3', 'SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 3']
HGNC:39015	['SUMO2P5']	['SUMO2 pseudogene 5', 'SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 5']
HGNC:39017	['SUMO2P7']	['SUMO2 pseudogene 7', 'SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 7']
HGNC:49348	['SUMO2P10']	['SUMO2 pseudogene 10']
HGNC:49350	['SUMO2P12']	['SUMO2 pseudogene 12']
HGNC:49352	['SUMO2P14']	['SUMO2 pseudogene 14']
HGNC:49354	['SUMO2P16']	['SUMO2 pseudogene 16']
HGNC:49356	['SUMO2P18']	['SUMO2 pseudogene 18']
HGNC:49355	['SUMO2P20']	['SUMO2 pseudogene 20']
HGNC:21181	['SUMO4', 'dJ281H8.4', 'SMT3H4', 'IDDM5']	['small ubiquitin-like modifier 4', 'SMT3 suppressor of mif two 3 homolog 4 (yeast)', 'SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)', 'insulin-dependent diabetes mellitus 5']
HGNC:14210	['SUN2', 'UNC84B']	['Sad1 and UNC84 domain containing 2', 'unc-84 homolog B (C. elegans)']
HGNC:16252	['SUN5', 'dJ726C3.1', 'TSARG4', 'SPAG4L']	['Sad1 and UNC84 domain containing 5', 'testis and spermatogenesis related gene 4', 'sperm associated antigen 4-like']
HGNC:11466	['SUPT3H', 'SPT3', 'SPT3L']	['SPT3 homolog, SAGA and STAGA complex component', 'suppressor of Ty (S.cerevisiae) 3 homolog', 'suppressor of Ty 3 homolog (S. cerevisiae)']
HGNC:33981	['SUPT4H1P1', 'SUPT4H1P']	['SPT4 homolog, DSIF elongation factor subunit pseudogene', 'SUPT4H1 pseudogene']
HGNC:11469	['SUPT5H', 'SPT5H', 'SPT5', 'FLJ34157']	['SPT5 homolog, DSIF elongation factor subunit', 'suppressor of Ty (S.cerevisiae) 5 homolog', 'suppressor of Ty 5 homolog (S. cerevisiae)']
HGNC:30632	['SUPT7L', 'STAF65gamma', 'KIAA0764', 'SPT7L', 'STAF65']	['SPT7-like STAGA complex gamma subunit', 'suppressor of Ty 7 (S. cerevisiae)-like']
HGNC:31388	['SUPT16HP1', 'bcm670', 'SUPT16HP']	['SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1', 'suppressor of Ty 16 homolog (S. cerevisiae) pseudogene', 'suppressor of Ty 16 homolog (S. cerevisiae) pseudogene 1']
HGNC:30773	['SUPT20HL1', 'SPT20L', 'FAM48B1']	['SPT20 homolog, SAGA complex component-like 1', 'similar to transcription factor (p38 interacting protein)', 'family with sequence similarity 48, member B1', 'suppressor of Ty 20 homolog (S. cerevisiae)-like 1']
HGNC:11471	['SUPV3L1', 'SUV3']	['Suv3 like RNA helicase', 'suppressor of var1 (S.cerevisiae) 3-like 1', 'suppressor of var1, 3-like 1 (S. cerevisiae)']
HGNC:11475	['SURF2']	['surfeit 2', 'surfeit locus protein 2']
HGNC:11478	['SURF6', 'FLJ30322', 'RRP14']	['surfeit 6', 'surfeit locus protein 6']
HGNC:25413	['SUSD1', 'DKFZP761E1824']	['sushi domain containing 1']
HGNC:33889	['SUSD2P1']	['sushi domain containing 2 pseudogene 1']
HGNC:28391	['SUSD3', 'MGC26847']	['sushi domain containing 3']
HGNC:29061	['SUSD5', 'KIAA0527']	['sushi domain containing 5']
HGNC:11479	['SUV39H1', 'KMT1A', 'SUV39H']	['suppressor of variegation 3-9 homolog 1', 'suppressor of variegation 3-9 (Drosophila) homolog 1', 'suppressor of variegation 3-9 homolog 1 (Drosophila)']
HGNC:17101	['SUZ12', 'JJAZ1', 'KIAA0160', 'CHET9']	['SUZ12 polycomb repressive complex 2 subunit', 'suppressor of zeste 12 homolog (Drosophila)']
HGNC:43872	['SUZ12P2']	['SUZ12 polycomb repressive complex 2 subunit pseudogene 2', 'suppressor of zeste 12 homolog pseudogene 2']
HGNC:16874	['SV2B', 'KIAA0735', 'HsT19680']	['synaptic vesicle glycoprotein 2B']
HGNC:29204	['SVBP', 'MGC45441', 'CCDC23']	['small vasohibin binding protein', 'coiled-coil domain containing 23']
HGNC:11480	['SVIL']	['supervillin', 'archvillin']
HGNC:44959	['SVILP1']	['supervillin pseudogene 1']
HGNC:25417	['SVOP', 'DKFZp761H039']	['SV2 related protein', 'SV2 related protein homolog (rat)']
HGNC:17070	['SWAP70', 'KIAA0640', 'SWAP-70']	['SWAP switching B-cell complex subunit 70', 'switch-associated protein 70', 'SWAP switching B-cell complex 70kDa subunit']
HGNC:26638	['SWSAP1', 'FLJ35119', 'ZSWIM7AP1', 'SWS1AP1', 'C19orf39']	['SWIM-type zinc finger 7 associated protein 1', 'zinc finger, SWIM-type containing 7 associated protein 1', 'SWS1-associated protein 1', 'chromosome 19 open reading frame 39']
HGNC:16273	['SYAP1', 'FLJ14495', 'PRO3113']	['synapse associated protein 1', 'SAP47 homolog (Drosophila)']
HGNC:28852	['SYCE1', 'bA108K14.6', 'CT76', 'C10orf94']	['synaptonemal complex central element protein 1', 'cancer/testis antigen 76', 'chromosome 10 open reading frame 94']
HGNC:27411	['SYCE2', 'CESC1']	['synaptonemal complex central element protein 2', 'central element synaptonemal complex 1']
HGNC:18442	['SYCN', 'SYL', 'FLJ27441', 'INSSA1']	['syncollin', 'insulin synthesis associated 1']
HGNC:11488	['SYCP1L2']	['entry withdrawn']
HGNC:11490	['SYCP2', 'SCP2']	['synaptonemal complex protein 2']
HGNC:18130	['SYCP3']	['synaptonemal complex protein 3']
HGNC:25841	['SYDE2', 'FLJ13815']	['synapse defective Rho GTPase homolog 2', 'synapse defective 1, Rho GTPase, homolog 2 (C. elegans)']
HGNC:19925	['SYF2P1', 'CBPINP', 'SYF2P']	['SYF2 pre-mRNA splicing factor pseudogene 1', 'CCNDBP1 interactor pseudogene', 'SYF2 homolog, RNA splicing factor (S. cerevisiae) pseudogene', 'SYF2 homolog, RNA splicing factor (S. cerevisiae) pseudogene 1']
HGNC:11491	['SYK']	['spleen associated tyrosine kinase', 'spleen tyrosine kinase']
HGNC:22935	['SYMPK', 'SYM', 'SPK']	['symplekin']
HGNC:11495	['SYN2', 'SYNII', 'SYNIIa', 'SYNIIb']	['synapsin II']
HGNC:28897	['SYNC', 'SYNCOILIN', 'SYNC1']	['syncoilin, intermediate filament protein', 'syncoilin, intermediate filament 1']
HGNC:15885	['SYNDIG1', 'FLJ14220', 'IFITMD5', 'SynDIG1', 'C20orf39', 'TMEM90B']	['synapse differentiation inducing 1', 'interferon induced transmembrane protein domain containing 5', 'synapse differentiation induced gene 1', 'chromosome 20 open reading frame 39', 'transmembrane protein 90B']
HGNC:17089	['SYNE1', 'SYNE-1B', 'KIAA0796', '8B', 'Nesprin-1', 'enaptin', 'MYNE1', 'CPG2', 'dJ45H2.2', 'SCAR8', 'ARCA1', 'Nesp1', 'C6orf98']	['spectrin repeat containing nuclear envelope protein 1', 'myocyte nuclear envelope protein 1', 'nuclear envelope spectrin repeat-1', 'chromosome 6 open reading frame 98', 'spectrin repeat containing, nuclear envelope 1']
HGNC:17084	['SYNE2', 'SYNE-2', 'DKFZP434H2235', 'Nesprin-2', 'NUANCE', 'NUA', 'KIAA1011', 'Nesp2']	['spectrin repeat containing nuclear envelope protein 2', 'nuclear envelope spectrin repeat-2', 'nucleus and actin connecting element', 'spectrin repeat containing, nuclear envelope 2']
HGNC:26703	['SYNE4', 'FLJ36445', 'Nesprin-4', 'Nesp4', 'C19orf46', 'DFNB76']	['spectrin repeat containing nuclear envelope family member 4', 'chromosome 19 open reading frame 46', 'deafness, autosomal recessive 76']
HGNC:11498	['SYNGR1']	['synaptogyrin 1']
HGNC:11500	['SYNGR2P1', 'SYNGR2P']	['synaptogyrin 2 pseudogene 1', 'synaptogyrin 2 pseudogene']
HGNC:11501	['SYNGR3']	['synaptogyrin 3']
HGNC:11503	['SYNJ1', 'INPP5G', 'PARK20']	['synaptojanin 1', 'phosphoinositide 5-phosphatase', 'synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1', 'inositol polyphosphate-5-phosphatase G']
HGNC:41387	['SYNJ2-IT1']	['SYNJ2 intronic transcript 1', 'SYNJ2 intronic transcript 1 (non-protein coding)']
HGNC:48350	['SYNJ2BP-COX16']	['SYNJ2BP-COX16 readthrough']
HGNC:30672	['SYNPO', 'KIAA1029']	['synaptopodin']
HGNC:23532	['SYNPO2L', 'FLJ12921']	['synaptopodin 2 like', 'synaptopodin 2-like']
HGNC:40774	['SYNPR-AS1']	['SYNPR antisense RNA 1', 'SYNPR antisense RNA 1 (non-protein coding)']
HGNC:11506	['SYP', 'MRX96']	['synaptophysin']
HGNC:11507	['SYPL1', 'SYPL']	['synaptophysin like 1', 'synaptophysin-like protein', 'synaptophysin-like 1']
HGNC:16162	['SYS1', 'dJ453C12.4', 'C20orf169']	['SYS1, golgi trafficking protein', 'chromosome 20 open reading frame 169', 'SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)', 'Sys1 golgi trafficking protein']
HGNC:11509	['SYT1', 'P65', 'SYT', 'SVP65']	['synaptotagmin 1', 'synaptotagmin I']
HGNC:11511	['SYT3']	['synaptotagmin 3', 'synaptotagmin III']
HGNC:11513	['SYT5']	['synaptotagmin 5', 'synaptotagmin V']
HGNC:11514	['SYT7', 'IPCA-7', 'SYT-VII', 'MGC150517', 'PCANAP7']	['synaptotagmin 7', 'prostate cancer associated protein 7', 'synaptotagmin VII']
HGNC:19265	['SYT9']	['synaptotagmin 9', 'synaptotagmin IX']
HGNC:19239	['SYT11', 'KIAA0080', 'MGC10881', 'MGC17226', 'DKFZp781D015']	['synaptotagmin 11', 'synaptotagmin XI']
HGNC:14962	['SYT13', 'KIAA1427']	['synaptotagmin 13', 'synaptotagmin XIII']
HGNC:33429	['SYT14P1', 'SYTDEP', 'CHR415SYT', 'SYT14L']	['synaptotagmin 14 pseudogene 1', 'synaptotagmin XIV-like', 'synaptotagmin XIV pseudogene 1']
HGNC:23142	['SYT16', 'yt14r', 'CHR14SYT', 'Strep14', 'SYT14L']	['synaptotagmin 16', 'synaptotagmin XIV-related', ' chr14 synaptotagmin', 'synaptotagmin XIV-like', 'synaptotagmin XVI']
HGNC:15584	['SYTL1', 'SLP1', 'JFC1', 'FLJ14996', 'exophilin-7']	['synaptotagmin like 1', 'synaptotagmin-like 1']
HGNC:15587	['SYTL3', 'SLP3', 'exophilin-6']	['synaptotagmin like 3']
HGNC:15589	['SYTL5']	['synaptotagmin like 5', 'exophilin 9', 'synaptotagmin-like 5']
HGNC:30232	['SZRD1', 'DKFZp566C0424', 'C1orf144']	['SUZ RNA binding domain containing 1', 'chromosome 1 open reading frame 144']
HGNC:41225	['SZT2-AS1']	['SZT2 antisense RNA 1', 'SZT2 antisense RNA 1 (non-protein coding)']
HGNC:17734	['TAAR1', 'TAR1', 'TA1', 'TRAR1']	['trace amine associated receptor 1', 'trace amine receptor 1']
HGNC:4513	['TAAR3', 'GPR57']	['trace amine associated receptor 3 (gene/pseudogene)', 'G protein-coupled receptor 57', 'trace amine associated receptor 3']
HGNC:30236	['TAAR5', 'PNR']	['trace amine associated receptor 5']
HGNC:31925	['TAAR7P']	['trace amine associated receptor 7, pseudogene']
HGNC:20977	['TAAR9', 'TA3', 'TAR3', 'TRAR3']	['trace amine associated receptor 9 (gene/pseudogene)', 'trace amine receptor 3', 'trace amine associated receptor 9']
HGNC:17075	['TAB2', 'KIAA0733', 'MAP3K7IP2']	['TGF-beta activated kinase 1/MAP3K7 binding protein 2', 'mitogen-activated protein kinase kinase kinase 7 interacting protein 2']
HGNC:20176	['TAB3-AS1', 'OTTHUMG00000021331', 'CXorf29']	['TAB3 antisense RNA 1', 'chromosome X open reading frame 29', 'TAB3 antisense RNA 1 (non-protein coding)']
HGNC:37723	['TAB3P1']	['TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1']
HGNC:11521	['TAC3', 'ZNEUROK1', 'NKB', 'NKNB']	['tachykinin 3', 'preprotachykinin-B', 'neuromedin K', 'neurokinin beta']
HGNC:11522	['TACC1']	['transforming acidic coiled-coil containing protein 1', 'transforming, acidic coiled-coil containing protein 1']
HGNC:11523	['TACC2', 'AZU-1']	['transforming acidic coiled-coil containing protein 2', 'transforming, acidic coiled-coil containing protein 2']
HGNC:24316	['TACO1', 'CCDC44']	['translational activator of cytochrome c oxidase I', 'coiled-coil domain containing 44', 'translational activator of mitochondrially encoded cytochrome c oxidase I']
HGNC:11527	['TACR2', 'SKR', 'NK2R', 'TAC2R', 'NKNAR']	['tachykinin receptor 2']
HGNC:11530	['TACSTD2', 'TROP2', 'GA733-1', 'EGP-1', 'M1S1']	['tumor-associated calcium signal transducer 2']
HGNC:11531	['TADA2A', 'ADA2', 'hADA2', 'ADA2A', 'TADA2L']	['transcriptional adaptor 2A', 'transcriptional adaptor 2 (ADA2 homolog, yeast)-like']
HGNC:19422	['TADA3', 'FLJ20221', 'FLJ21329', 'ADA3', 'hADA3', 'NGG1', 'TADA3L']	['transcriptional adaptor 3', 'alteration/deficiency in activation 3', 'transcriptional adaptor 3 (NGG1 homolog, yeast)-like']
